r R_0 R_1 R_2
11 1.35010255694856E-07 0.0204616711806497 0.08099245550615
11.1 1.12555948126428E-07 0.0192739179614612 0.0829520487236459
11.2 9.38209102242972E-08 0.018147780414388 0.0848191627834416
11.3 7.81918677754921E-08 0.0170806798094312 0.0865913972664437
11.4 6.51561638266177E-08 0.0160700907460307 0.0882667335193391
11.5 5.4285343251703E-08 0.0151135456596633 0.089843522197446
11.6 4.5221398560514E-08 0.0142086385818948 0.0913204699962313
11.7 3.76652486047381E-08 0.0133530282179442 0.0926966256989601
11.8 3.13670902163337E-08 0.0125444404023641 0.0939713656607874
11.9 2.61183203784917E-08 0.0117806699900003 0.0951443788424046
12 2.17447749750476E-08 0.0110595822359908 0.0962156514991501
12.1 1.81010709181785E-08 0.0103791137152196 0.0971854516243407
12.2 1.50658727250972E-08 0.00973727282837488 0.0980543132385209
12.3 1.25379334230365E-08 0.00913213993858615 0.0988230206093869
12.4 1.04327838701497E-08 0.00856186717954773 0.0994925924803704
12.5 8.67996491560251E-09 0.00802467797307956 0.100064266379266
12.6 7.22071389890393E-09 0.00751886629124284 0.100539483071905
12.7 6.0060313239798E-09 0.00704279569542055 0.100919871219718
12.8 4.99506557387597E-09 0.00659489818219354 0.101207232294099
12.9 4.15376362479956E-09 0.00617367286339629 0.101403525794824
13 3.45374418297081E-09 0.00577768450541945 0.101510854814377
13.1 2.87135676499256E-09 0.00540556195064126 0.101531451984864
13.2 2.38689619137493E-09 0.0050559964418134 0.101467665839382
13.3 1.98394694787285E-09 0.00472773986829634 0.101321947615055
13.4 1.64883604544711E-09 0.0044196029512333 0.101096838520675
13.5 1.37017650725699E-09 0.00413045338306441 0.100794957487796
13.6 1.13848653962669E-09 0.00385921393521151 0.100418989420376
13.7 9.45871895361389E-10 0.00360486054630403 0.0999716739545199
13.8 7.85760989338326E-10 0.00336642040196292 0.0994557947366074
13.9 6.52684042776965E-10 0.00314297001590772 0.098874169225093
14 5.42088968384112E-10 0.00293363332099739 0.0982296390184735
14.1 4.5018790929585E-10 0.0027375797777524 0.0975250607093868
14.2 3.73829348654122E-10 0.00255402250692996 0.0967632972624883
14.3 3.10391545834481E-10 0.00238221645183041 0.0959472099116548
14.4 2.57693756662803E-10 0.00222145657519637 0.0950796505701718
14.5 2.13922280944399E-10 0.00207107609482223 0.0941634547458628
14.6 1.77568870144556E-10 0.0019304447613158 0.0932014349516179
14.7 1.4737943690321E-10 0.00179896718084081 0.0921963746004374
14.8 1.22311349464597E-10 0.0016760811851163 0.0911510223729498
14.9 1.01497879125805E-10 0.00156125625044992 0.0900680870443531
15 8.42186067195615E-11 0.00145399196713524 0.0889502327568685
15.1 6.98747926962008E-11 0.00135381656014286 0.0878000747230749
15.2 5.79688810391503E-11 0.00126028546167908 0.0866201753449008
15.3 4.80874454575921E-11 0.00117297993586954 0.0854130407325741
15.4 3.98870015802119E-11 0.00109150575554634 0.084181117607471
15.5 3.30822050123965E-11 0.00101549193087228 0.0829267905725437
15.6 2.74360352805881E-11 0.000944589489321808 0.08165237973384
15.7 2.2751632515761E-11 0.000878470306353181 0.080360138656549
15.8 1.88655094316411E-11 0.000816825985946546 0.0790522526390056
15.9 1.56419075767222E-11 0.000759366790047283 0.0777308372881542
16 1.29681055222724E-11 0.000705820615839193 0.0763979373801109
16.1 1.07505188769198E-11 0.000655932019677259 0.0750555259896502
16.2 8.91145886499724E-12 0.000609461286432082 0.0737055038726911
16.3 7.38643856595456E-12 0.000566183542936234 0.0723496990861427
16.4 6.1219345328178E-12 0.000525887914175048 0.070989866829805
16.5 5.0735270120176E-12 0.000488376720829134 0.0696276894953796
16.6 4.20435489462465E-12 0.000453464716751986 0.0682647769080455
16.7 3.48383227348962E-12 0.000420978364952025 0.0669026667464761
16.8 2.8865824233023E-12 0.000390755150643105 0.0655428251276125
16.9 2.39155246235676E-12 0.000362642929930067 0.0641866473429759
17 1.98127814686257E-12 0.000336499312705007 0.0628354587337699
17.1 1.64127340017511E-12 0.000312191078345023 0.0614905156925139
17.2 1.35952346462443E-12 0.000289593622822254 0.0601530067794406
17.3 1.12606412790708E-12 0.000268590435861359 0.058824053942388
17.4 9.32632440213357E-13 0.000249072606807649 0.0575047138294176
17.5 7.72376803118006E-13 0.000230938357900055 0.0561959791838925
17.6 6.39616360639332E-13 0.00021409260367672 0.0548987803122438
17.7 5.29641326600815E-13 0.000198446535276505 0.0536139866151524
17.8 4.38547298640863E-13 0.000183917228436867 0.052342408173358
17.9 3.63097786296322E-13 0.000170427274026858 0.0510847973797916
18 3.00610158799567E-13 0.000157904429993181 0.0498418506101984
18.1 2.4886103108552E-13 0.000146281293636945 0.0486142099248821
18.2 2.06007781880719E-13 0.000135494993178734 0.0474024647946535
18.3 1.70523458833483E-13 0.000125486897609617 0.0462071538445071
18.4 1.41142791732741E-13 0.00011620234386558 0.0450287666089769
18.5 1.16817421996436E-13 0.000107590380402359 0.0438677452935379
18.6 9.66787781304579E-14 9.96035262865979E-05 0.0427244865368228
18.7 8.00072938587044E-14 9.21975449576759E-05 0.0415993431688076
18.8 6.62068873269211E-14 8.53312318520713E-05 0.0404926259604977
18.9 5.47838038540452E-14 7.89662151189525E-05 0.0394046053609999
19 4.53290775171735E-14 7.30667686914782E-05 0.0383355132182156
19.1 3.7503993706124E-14 6.75996370131696E-05 0.0372855444797141
19.2 3.10280400717389E-14 6.25338707525314E-05 0.0362548588706654
19.3 2.56689206754109E-14 5.78406728718501E-05 0.0352435825460075
19.4 2.12342806639009E-14 5.34932544477599E-05 0.0342518097143139
19.5 1.7564848967157E-14 4.94666996717086E-05 0.0332796042310937
19.6 1.4528756443905E-14 4.57378394878659E-05 0.0323270011595174
19.7 1.20168283214289E-14 4.22851333543177E-05 0.0313940082968054
19.8 9.93868413808982E-15 3.90885586405457E-05 0.0304806076647432
19.9 8.21950690047072E-15 3.61295072002483E-05 0.029586756963008
20 6.79736680846654E-15 3.33906886835046E-05 0.0287123909841926
20.1 5.62100450883466E-15 3.08560401761467E-05 0.027857422989606
20.2 4.64799509773504E-15 2.85106417770073E-05 0.0270217460451061
20.3 3.84322757591416E-15 2.63406377454666E-05 0.0262052343163933
20.4 3.17764563975868E-15 2.43331628724669E-05 0.0254077443233415
20.5 2.62720496027212E-15 2.24762737479241E-05 0.0246291161530983
20.6 2.17200978607655E-15 2.07588846162594E-05 0.0238691746318091
20.7 1.79559807628062E-15 1.91707075296515E-05 0.0231277304549571
20.8 1.48434964887904E-15 1.77021965255812E-05 0.0224045812764131
20.9 1.22699620642043E-15 1.63444955713521E-05 0.0216995127564051
21 1.01421572742138E-15 1.508939003355E-05 0.0210122995687076
21.1 8.3829671750273E-16 1.39292614448772E-05 0.0203427063674409
21.2 6.92860304712681E-16 1.28570453545069E-05 0.0196904887139505
21.3 5.72630227080319E-16 1.18661920610756E-05 0.0190553939643101
21.4 4.73242470169163E-16 1.09506300396912E-05 0.0184371621180534
21.5 3.91087728850591E-16 1.01047318859296E-05 0.0178355266288027
21.6 3.23181040915607E-16 9.32328261073275E-06 0.0172502151775103
21.7 2.67053912129496E-16 8.60145013045553E-06 0.0166809504090756
21.8 2.20665057424215E-16 7.93475780604896E-06 0.0161274506331418
21.9 1.8232654973031E-16 7.319058894555E-06 0.0155894304899069
22 1.5064272018835E-16 6.7505127847428E-06 0.015066601581818
22.1 1.24459610804114E-16 6.22556289686534E-06 0.0145586730720375
22.2 1.02823159310438E-16 5.74091613418844E-06 0.014065352250593
22.3 8.49446095691264E-17 5.29352378115918E-06 0.0135863450691379
22.4 7.01719004728606E-17 4.88056374986794E-06 0.0131213566452595
22.5 5.79660012561252E-17 4.49942408283591E-06 0.012670091737285
22.6 4.78813390729113E-17 4.14768762615098E-06 0.0122322551905338
22.7 3.95496120074553E-17 3.82311779260224E-06 0.0118075523559739
22.8 3.26664026208144E-17 3.52364533974349E-06 0.0113956894822337
22.9 2.69801080646535E-17 3.24735609277128E-06 0.0109963740819204
23 2.22827863285839E-17 2.99247954675013E-06 0.0106093152731887
23.1 1.84025873222316E-17 2.75737828707315E-06 0.0102342240974983
23.2 1.51974947069624E-17 2.54053817112968E-06 0.00987081381448457
23.3 1.25501517376741E-17 2.3405592179749E-06 0.00951880017485973
23.4 1.03635835521713E-17 2.15614715637824E-06 0.00917790167224533
23.5 8.55766076176999E-18 1.98610558497922E-06 0.00884783977482455
23.6 7.06617601723366E-18 1.82932870141658E-06 0.00852833913768516
23.7 5.83442741361704E-18 1.68479456023076E-06 0.00821912779670848
23.8 4.81722095468918E-18 1.5515588220843E-06 0.00791993734484082
23.9 3.97721948341133E-18 1.42874895940945E-06 0.00763050309156543
24 3.28357804663511E-18 1.31555888599038E-06 0.0073505642063737
24.1 2.71081605266266E-18 1.21124398022629E-06 0.00707986384701375
24.2 2.23788517440699E-18 1.11511647391439E-06 0.0068181492732745
24.3 1.84739905880415E-18 1.0265411803442E-06 0.00656517194704202
24.4 1.52499678156966E-18 9.44931537318096E-07 0.00632068761934337
24.5 1.25881684777357E-18 8.69745942414048E-07 0.00608445640507277
24.6 1.03906255879765E-18 8.00484359393766E-07 0.00585624284607138
24.7 8.57642890459923E-19 7.3668517613942E-07 0.0056358159632125
24.8 7.07875775762586E-19 6.77922295882326E-07 0.00542294929812021
24.9 5.8424295837936E-19 6.23802444773419E-07 0.00521742094512918
25 4.8218746199098E-19 5.73962680044216E-07 0.00501901357407129
25.1 3.97946274018941E-19 5.2806808412385E-07 0.00482751444445333
25.2 3.28412126542103E-19 4.85809631118256E-07 0.00464271541156891
25.3 2.71019318810307E-19 4.46902213026316E-07 0.00446441292506693
25.4 2.23649403339492E-19 4.11082813969798E-07 0.00429240802047807
25.5 1.84553282961025E-19 3.78108821553507E-07 0.00412650630418067
25.6 1.52286865767339E-19 3.47756465253245E-07 0.0039665179322674
25.7 1.25657920447549E-19 3.19819372456143E-07 0.00381225758375425
25.8 1.03682184067712E-19 2.94107233453933E-07 0.00366354442855482
25.9 8.55471128275553E-20 2.70444567318535E-07 0.00352020209062329
26 7.05819460438148E-20 2.48669581173898E-07 0.00338205860665211
26.1 5.82329847601393E-20 2.2863311592141E-07 0.00324894638069154
26.2 4.8043177389829E-20 2.10197671981281E-07 0.00312070213504184
26.3 3.96352626252801E-20 1.93236509081523E-07 0.00299716685775108
26.4 3.26978502548218E-20 1.77632814562122E-07 0.00287818574703566
26.5 2.69739282731149E-20 1.63278935066935E-07 0.00276360815292449
26.6 2.22513736897167E-20 1.50075666871841E-07 0.00265328751641228
26.7 1.83551179837211E-20 1.37931600446856E-07 0.00254708130639245
26.8 1.51406789082516E-20 1.26762515173973E-07 0.00244485095462574
26.9 1.24888205384743E-20 1.16490820443334E-07 0.00234646178898651
27 1.03011449165376E-20 1.07045039629452E-07 0.00225178296521525
27.1 8.49645289361552E-21 9.83593337082104E-08 0.00216068739739281
27.2 7.00774005682939E-21 9.0373061515567E-08 0.00207305168733929
27.3 5.77971699323069E-21 8.30303738717642E-08 0.00198875605312845
27.4 4.766762440378E-21 7.62798390014192E-08 0.00190768425689691
27.5 3.9312338106477E-21 7.0074096871479E-08 0.00182972353211627
27.6 3.24207273874157E-21 6.43695402465957E-08 0.00175476451048548
27.7 2.67365417175519E-21 5.91260204260971E-08 0.00168270114859072
27.8 2.20483649757095E-21 5.43065757792574E-08 0.00161343065446996
27.9 1.81817761981187E-21 4.98771813369184E-08 0.00154685341421035
28 1.49928800838648E-21 4.58065178284575E-08 0.00148287291869712
28.1 1.23629680867308E-21 4.20657586743763E-08 0.00142139569062447
28.2 1.01941126541003E-21 3.86283735571304E-08 0.00136233121187067
28.3 8.40553162824382E-22 3.54699472968285E-08 0.00130559185133157
28.4 6.93058827192843E-22 3.25680128547471E-08 0.0012510927932995
28.5 5.71431586567659E-22 2.99018973767633E-08 0.00119875196646747
28.6 4.7113752127497E-22 2.74525802713307E-08 0.0011484899736316
28.7 3.8843693940861E-22 2.52025623930035E-08 0.00110023002215872
28.8 3.20245332865491E-22 2.31357454731865E-08 0.0010538978552796
28.9 2.64018660197248E-22 2.12373210051766E-08 0.00100942168426281
29 2.17658702898713E-22 1.94936678510584E-08 0.000966732121518821
29.1 1.79434984923043E-22 1.7892257893965E-08 0.000925762114678356
29.2 1.47920358624573E-22 1.64215691109685E-08 0.00088644688168485
29.3 1.21937866622679E-22 1.50710054897168E-08 0.000848723846935608
29.4 1.0051690694575E-22 1.38308232561817E-08 0.000812532578502429
29.5 8.28570736866521E-23 1.26920629217896E-08 0.000777814726458091
29.6 6.82983300212327E-23 1.16464866960189E-08 0.000744513962331436
29.7 5.62964053287208E-23 1.06865208454998E-08 0.00071257591971011
29.8 4.64025019910657E-23 9.80520261294838E-09 0.000681948136006692
29.9 3.8246557406218E-23 8.99613133911711E-09 0.000652579995400775
